data,datasize,encoder,run,train_DIQ_yz_toagg,test_DIQ_yz_toagg,train_H_Q_yCz_toagg,test_H_Q_yCz_toagg,train_acc_toagg,test_acc_toagg,train_loglike_toagg,test_loglike_toagg
svhn,b2048,resnet18,3,3.2263679793386744,0.9764269131880541,7.651082628537111e-05,2.25001756961529,0.9999848326280504,0.7688229870928088,-5.353971563364962e-05,-1.5607301419472843
svhn,b2048,resnet18,2,3.226373116175333,1.2443459675862238,7.136213951691225e-05,1.9820985152171209,0.9999848326280504,0.7864167178856791,-5.0022843036236716e-05,-1.3755504645479308
svhn,b2048,resnet18,0,3.2263693592765117,1.012251982322106,7.514387415898399e-05,2.2141925004812393,0.9999848326280504,0.763560233558697,-5.272203726233408e-05,-1.5388998077665028
svhn,b2048,resnet18,1,3.2263719240824376,1.1797063534076395,7.254770235070309e-05,2.046738129395705,0.9999848326280504,0.7796173939766441,-5.09174920942124e-05,-1.4202093142689156
svhn,b2048,resnet18,4,3.2263682755556973,1.0360229015350342,7.619378315708178e-05,2.1904215812683105,0.9999848326280504,0.7696296865396435,-5.345351186817358e-05,-1.517088709232587
svhn,b2048,mlp,0,3.1903266617746064,1.4959829220404992,0.03611781267505704,1.7304615607628455,0.999180961914729,0.7954056545789797,-0.02518555151697264,-1.1964085869031365
svhn,b2048,mlp,1,3.1985084143551914,1.4688126765764675,0.02793607211699992,1.757631806226877,0.9996814851890612,0.7969038106945298,-0.01933356975544389,-1.2142856887429845
svhn,b2048,mlp,4,3.1917173573465063,1.5392358669867885,0.03472711405519283,1.6872086158165565,0.99943880723787,0.8008988936693301,-0.02409329288736848,-1.1668144163299683
svhn,b2048,mlp,3,3.196419701431737,1.4864225295873792,0.030024778267199344,1.7400219532159658,0.9997269873049096,0.7969038106945298,-0.02086769354853937,-1.2038797286923029
svhn,b2048,mlp,2,3.2001412348313765,1.3863324385422926,0.02630324306135828,1.840112044261052,0.9997118199329602,0.7976336816226183,-0.018267702395708987,-1.2704428619066592
svhn,b32,mlp,3,3.22638893849922,-1.3322497697976918,5.550080316719562e-05,4.558694252601037,0.9999696652561012,0.8305547019053473,-3.9463530703078933e-05,-2.684367628716531
svhn,b32,mlp,2,3.226414853876287,-1.6107924718123217,2.9694784951015947e-05,4.837236954615666,0.9999848326280504,0.8314766441303012,-2.1111858346423033e-05,-2.780283026310709
svhn,b32,mlp,0,3.2263896682045687,-1.1898532647352953,5.482439012703046e-05,4.41629774753864,0.9999696652561012,0.8316303011677935,-3.899312732033863e-05,-2.6218013262328124
svhn,b32,mlp,1,3.2263881365458165,-1.2330701351165771,5.6314236621715565e-05,4.459514617919922,0.9999848326280504,0.8294791026429009,-4.004448910317424e-05,-2.663505932975758
svhn,b32,mlp,4,3.2264147816282334,-1.4273428733532243,2.9771880200257783e-05,4.6537873561565695,0.9999848326280504,0.8312077443146896,-2.1170705403875596e-05,-2.703580194619956
svhn,b32,resnet18,0,3.226414745504206,2.210674781065721,2.973756107671645e-05,1.0157697246624873,0.9999848326280504,0.9401889981561156,-2.112967977915835e-05,-0.6689971041756693
svhn,b32,resnet18,1,3.226414745504206,2.1760533314484816,2.9741292012736175e-05,1.0503911284299998,0.9999848326280504,0.9397664413030116,-2.113236931923225e-05,-0.6983506338270075
svhn,b32,resnet18,4,3.2264147816282334,2.1957867420636688,2.9706908786232848e-05,1.0306577544945936,0.9999848326280504,0.9405731407498464,-2.1107732256169894e-05,-0.6754756407686862
svhn,b32,resnet18,3,3.226414731054595,2.1892305337465725,2.9744677719833007e-05,1.0372139307168813,0.9999848326280504,0.9398432698217578,-2.113469947665638e-05,-0.6850824964418366
svhn,b32,resnet18,2,3.2264148105274546,2.1620394449967604,2.9676555548161712e-05,1.0644050561464748,0.9999848326280504,0.9419560540872772,-2.1086173475590485e-05,-0.6868041835622997
svhn,b8,resnet18,2,3.226414846651482,1.834216016989488,2.9640686364498878e-05,1.3922284658138568,0.9999848326280504,0.9535571604179472,-2.1060468740795427e-05,-0.8010345146964337
svhn,b8,resnet18,3,3.226414796077844,1.9196472626466017,2.9689362837811395e-05,1.3067972247417157,0.9999848326280504,0.9524047326367548,-2.109512935151848e-05,-0.7649985779701669
svhn,b8,resnet18,1,3.2264146443569297,1.9556681651335497,2.9839385561471998e-05,1.2707763084998498,0.9999848326280504,0.9508297480024586,-2.1201677081809577e-05,-0.7559746103062779
svhn,b8,resnet18,0,3.2264147888530386,1.8761838399446928,2.969478955866943e-05,1.3502606245187612,0.9999848326280504,0.9514059618930548,-2.1098980224406147e-05,-0.7847489376614509
svhn,b8,resnet18,4,3.2264145215352382,1.8422015721981344,2.9962535997549762e-05,1.3842429381150465,0.9999848326280504,0.9537876459741856,-2.1289191428521705e-05,-0.7807227553395973
svhn,b8,mlp,4,3.2264133944655913,-6.003831276526817,3.109808785735147e-05,9.230275520911585,0.9999848326280504,0.8163798401966809,-2.2260682242467568e-05,-4.093282198222552
svhn,b8,mlp,1,3.226385333321311,-3.304780831703773,5.9180630520518384e-05,6.531225277827335,0.9999696652561012,0.8307467732022127,-4.2058749084179935e-05,-3.3175292556564138
svhn,b8,mlp,0,3.2263858751817183,-3.2038110769712014,5.862338273757065e-05,6.4302555964543275,0.9999696652561012,0.8274431468961279,-4.1662949687450345e-05,-3.31629954307576
svhn,b8,mlp,2,3.2264119061556733,-6.4967379203209505,3.2576463719592674e-05,9.723182164705717,0.9999848326280504,0.8191840811309158,-2.337842922157256e-05,-4.090285927717924
svhn,b8,mlp,3,3.226387190096306,-2.9001834942744327,5.730927376858895e-05,6.126627958737887,0.9999696652561012,0.8301705593116164,-4.072802889595509e-05,-3.226345357680683
svhn,b128,resnet18,0,3.2264143120158804,2.0455200397051296,3.01681860379128e-05,1.1809244522681603,0.9999848326280504,0.9078441917639828,-2.143155608411663e-05,-0.8140536314898258
svhn,b128,resnet18,1,3.2264144637367944,1.9712531566619875,2.998283332394094e-05,1.2551913398962755,0.9999848326280504,0.904118008604794,-2.1315984598426887e-05,-0.8649222793442362
svhn,b128,resnet18,4,3.2264144854112105,1.9985555135286768,3.0003069291886028e-05,1.227888978444613,0.9999848326280504,0.908381991395206,-2.1330454991441412e-05,-0.842068983068631
svhn,b128,resnet18,3,3.2264142831166587,2.0162061544565053,3.0171139040388343e-05,1.210238319176894,0.9999848326280504,0.9081130915795944,-2.144654310155501e-05,-0.8319436900302485
svhn,b128,resnet18,2,3.2264147166049844,2.0626874611927914,2.978937902102056e-05,1.1637570307804987,0.9999848326280504,0.9118392747387829,-2.117961894403456e-05,-0.7978603393643778
svhn,b128,mlp,3,3.2263837510889233,-0.2690453345959003,6.071638235329318e-05,3.495489817399245,0.9999696652561012,0.8254456054087277,-4.3070422741578e-05,-2.230246088994404
svhn,b128,mlp,2,3.2264113498456557,-0.4354076385498047,3.3143749388645204e-05,3.661852121353149,0.9999848326280504,0.826559618930547,-2.3552249240560957e-05,-2.297792673148772
svhn,b128,mlp,0,3.226386185848352,-0.1748188458956205,5.828425895687719e-05,3.4012633286989646,0.9999848326280504,0.8249462200368777,-4.135764256713262e-05,-2.173567852056355
svhn,b128,mlp,1,3.226388577258948,-0.19162863951462966,5.5905606517846927e-05,3.4180731223179746,0.9999848326280504,0.826559618930547,-3.962132996069488e-05,-2.176237077208183
svhn,b128,mlp,4,3.2264117183107315,-0.4029820148761456,3.274919476732038e-05,3.6294264976794905,0.9999848326280504,0.826060233558697,-2.327892152192269e-05,-2.2798026859282063
svhn,b512,resnet18,1,3.226414037473274,1.5271066977427556,3.042459298347405e-05,1.699337785060589,0.9999848326280504,0.8491856177012908,-2.1664188344570176e-05,-1.177296332384986
svhn,b512,resnet18,0,3.2264143047910747,1.5343677630791297,3.012877528941648e-05,1.692076719724215,0.9999848326280504,0.8473033189920098,-2.1466585610002592e-05,-1.173566488123013
svhn,b512,resnet18,4,3.226413842403528,1.4520491453317494,3.062501168711385e-05,1.7743953374715953,0.9999848326280504,0.8464582052858021,-2.1811675963401168e-05,-1.2278129810260097
svhn,b512,resnet18,2,3.2264138062795005,1.6344134440788856,3.0675192220135635e-05,1.5920310387244592,0.9999848326280504,0.8534496004917025,-2.183272065532081e-05,-1.103655467791992
svhn,b512,resnet18,3,3.22641396522522,1.5379985570907593,3.0523485131170396e-05,1.6884459257125854,0.9999848326280504,0.8494161032575291,-2.1730511465326323e-05,-1.169538259356667
svhn,b512,mlp,3,3.226219726331306,0.26551131101754993,0.0002247418376624189,2.9609331717857947,0.9999696652561012,0.8094268592501537,-0.00015699414590356064,-1.9653352688299008
svhn,b512,mlp,2,3.2263130491430108,-0.001858344444861779,0.00013142954302373144,3.2283028272482066,0.9999848326280504,0.811040258143823,-9.184407813808835e-05,-2.121885562261104
svhn,b512,mlp,0,3.226144010370428,0.3379110189584585,0.0003004707431307796,2.8885334638448863,0.9999848326280504,0.8058543331284573,-0.0002097344938011402,-1.9332491855516265
svhn,b512,mlp,1,3.22614328066508,0.3061378185565655,0.00030119993916190595,2.9203066642467794,0.9999848326280504,0.805201290719115,-0.0002092065712301999,-1.9483701502828688
svhn,b512,mlp,4,3.22623686356978,0.21555166978102466,0.00020762714098743868,3.0108928130223203,0.9999848326280504,0.812039028887523,-0.00014502689312813948,-1.9932361434613657
cifar10,b512,resnet18,4,3.321927785873413,-2.9735004425048834,1.6329735204449622e-07,6.295428466796875,1.0,0.5316,-2.4142410471894337e-07,-4.355802145249715
cifar10,b512,resnet18,0,3.32192669131539,-2.724530029296875,1.3403471309009711e-06,6.046458053588867,1.0,0.5313,-1.0424518001425692e-06,-4.187545006441991
cifar10,b512,resnet18,1,3.321927547454834,-2.826655578613281,3.9907225290004467e-07,6.148583602905274,1.0,0.5456,-4.0588020406649625e-07,-4.255818664657647
cifar10,b512,resnet18,3,3.321927785873413,-2.990421199798584,2.7232548079196434e-07,6.3123492240905765,1.0,0.5279,-3.0601974596069996e-07,-4.37177250920698
cifar10,b512,resnet18,2,3.3219270922920923,-2.5503358840942383,8.761167035490044e-07,5.872263908386231,1.0,0.537,-7.348230739568053e-07,-4.065590445330916
cifar10,b512,mlp,2,3.321923180059953,-5.878790092468263,4.835847531384471e-06,9.200718116760251,1.0,0.5064,-3.441852483340174e-06,-6.221577340137032
cifar10,b512,mlp,3,3.321888728575273,-4.234011173248291,3.93152758161622e-05,7.555939197540282,1.0,0.5075,-2.731877348034415e-05,-5.1729954368253495
cifar10,b512,mlp,4,3.3218940388072618,-4.8228706359863285,3.3968087419370114e-05,8.14479866027832,1.0,0.5036,-2.3616176677411872e-05,-5.570501949939411
cifar10,b512,mlp,1,3.3219189860604037,-5.505857086181639,9.073061019907156e-06,8.827785110473632,1.0,0.5032,-6.363095937955955e-06,-5.996059860861844
cifar10,b512,mlp,0,3.3219225623390893,-5.730602264404298,5.472597629043528e-06,9.052530288696287,1.0,0.5046,-3.881932087311826e-06,-6.136528677352335
cifar10,b128,mlp,0,3.321927785873413,-7.310711097717285,1.6813865822872354e-07,10.632639122009275,1.0,0.5132,-1.7731990962520033e-07,-7.01728478362669
cifar10,b128,mlp,1,3.321927775036205,-6.2664016723632825,3.347225494756209e-07,9.588329696655274,1.0,0.5231,-3.2970527543956983e-07,-6.429861570361573
cifar10,b128,mlp,4,3.3219270164316352,-7.984293365478517,9.98766453945295e-07,11.306221389770508,1.0,0.5087,-1.003628358192385e-06,-7.415866405623943
cifar10,b128,mlp,3,3.321927785873413,-6.098916816711426,2.9484485382495634e-07,9.42084484100342,1.0,0.5201,-2.9204437286599234e-07,-6.3255811381925335
cifar10,b128,mlp,2,3.321927785873413,-6.608615112304688,2.618229150254013e-07,9.930543136596679,1.0,0.5205,-2.446043241360169e-07,-6.636534275492537
cifar10,b128,resnet18,2,3.3219280242919917,-2.1561091423034666,4.193067913085067e-08,5.478037166595459,1.0,0.6238,-4.207570563481669e-08,-3.790463740066688
cifar10,b128,resnet18,3,3.3219280242919917,-2.4027538299560547,4.5830300766557357e-08,5.724681854248048,1.0,0.6184,-4.417249470741858e-08,-3.9618014032279047
cifar10,b128,resnet18,4,3.3219280242919917,-2.3272863388061524,2.903732789569993e-08,5.649214363098143,1.0,0.621,-3.239320682332114e-08,-3.906603715046376
cifar10,b128,resnet18,1,3.3219280134547837,-2.416806221008301,3.462419304802531e-08,5.738734245300293,1.0,0.6254,-3.4552314620997194e-08,-3.967023779469141
cifar10,b128,resnet18,0,3.3219280242919917,-2.3553482055664063,4.3598546994871874e-08,5.677276229858397,1.0,0.6228,-4.4695691973907335e-08,-3.9249816302232254
cifar10,b8,mlp,2,3.321918314153498,-19.08299942016601,9.708570339419316e-06,22.404927444458007,1.0,0.5297,-7.607648080179767e-06,-10.905525622920749
cifar10,b8,mlp,3,3.3219188451766968,-19.696227264404296,9.155597684763382e-06,23.01815528869629,1.0,0.5303,-7.217321419336523e-06,-11.037649010131922
cifar10,b8,mlp,1,3.321917696432634,-18.665445709228514,1.0329186807211954e-05,21.987373733520503,1.0,0.5297,-8.0146176121136e-06,-10.799529040874155
cifar10,b8,mlp,0,3.321921641176397,-20.702371978759764,6.375490205424614e-06,24.024300003051763,1.0,0.5306,-5.266708837585082e-06,-11.205510090048232
cifar10,b8,mlp,4,3.3219176747582178,-19.01229362487793,1.0364817399022288e-05,22.334221649169926,1.0,0.5197,-8.188740068967428e-06,-10.969268067971528
cifar10,b8,resnet18,3,3.321885412389582,-0.05027580261230469,4.261712813673087e-05,3.372203826904297,0.9999777777777776,0.8033,-2.957680523020909e-05,-2.3204545477112504
cifar10,b8,resnet18,2,3.321927991780368,0.06112451553344726,3.5117195474786526e-08,3.2608035087585447,1.0,0.8094,-2.4501591492291183e-08,-2.2452497130232807
cifar10,b8,resnet18,0,3.3219177181070503,0.2307065486907959,1.0308186547319798e-05,3.091221475601196,1.0,0.8101,-7.154141090187396e-06,-2.130215239371726
cifar10,b8,resnet18,1,3.3216956853866577,0.05330429077148437,0.0002323432465942713,3.268623733520508,0.9999777777777776,0.8104,-0.0001612486654756339,-2.252645714932467
cifar10,b8,resnet18,4,3.3219280242919917,-0.0017924785614013671,9.771741219219171e-10,3.3237205028533934,1.0,0.8051,-8.755281783123791e-10,-2.2852179270639184
cifar10,b32,resnet18,2,3.321927991780368,-0.7339288234710694,3.62805320306616e-08,4.055856847763062,1.0,0.7245,-2.634665013090398e-08,-2.803095143466499
cifar10,b32,resnet18,3,3.321904572573575,-0.681112003326416,2.3457798170594728e-05,4.003040027618408,0.9999777777777776,0.7247,-1.6282359927888652e-05,-2.7670597698041837
cifar10,b32,resnet18,4,3.3219280242919917,-0.5902058124542237,7.276317260839316e-09,3.912133836746216,1.0,0.7272,-8.093012107540036e-09,-2.7051212996048686
cifar10,b32,resnet18,1,3.3219280242919917,-0.5268332958221436,5.5576779441195035e-09,3.848761320114136,1.0,0.7267,-5.951204762924236e-09,-2.667779700675028
cifar10,b32,resnet18,0,3.3219279375943267,-0.6714673519134522,9.917655252095707e-08,3.9933953762054437,1.0,0.7273,-6.976455245788e-08,-2.7621042352091294
cifar10,b32,mlp,1,3.321909633549777,-11.048308944702148,1.8373820322184734e-05,14.37023696899414,1.0,0.5259,-1.3720761238246523e-05,-8.644246375369956
cifar10,b32,mlp,0,3.3219239711761475,-11.167350959777831,4.06281437583609e-06,14.489278984069824,1.0,0.5159,-3.4221004926397173e-06,-8.75784709714829
cifar10,b32,mlp,4,3.3219207633625376,-10.563768768310547,7.294301770922505e-06,13.88569679260254,1.0,0.5213,-5.913659110022549e-06,-8.542969216094878
cifar10,b32,mlp,2,3.321920254013755,-11.257079696655273,7.788588081067163e-06,14.579007720947265,1.0,0.5172,-6.283875800821192e-06,-8.773392026421767
cifar10,b32,mlp,3,3.321919051083652,-10.764222717285156,8.976335224856896e-06,14.086150741577148,1.0,0.5252,-7.191364554933935e-06,-8.597217492821411
cifar10,b2048,resnet18,4,3.321831995790655,-1.7554671287536618,9.604732688537544e-05,5.077395153045655,1.0,0.4927,-6.663647457391354e-05,-3.5159400867227637
cifar10,b2048,resnet18,1,3.321859294717962,-1.781247329711914,6.871690493426286e-05,5.103175354003906,1.0,0.5078,-4.7694859335237545e-05,-3.5369352776603176
cifar10,b2048,resnet18,0,3.3218465826728125,-1.9492542266845705,8.142781933367422e-05,5.271182250976564,1.0,0.502,-5.650423468806689e-05,-3.649868635486185
cifar10,b2048,resnet18,2,3.321843049742959,-1.6399864196777345,8.497603961255993e-05,4.961914443969727,1.0,0.5033,-5.896559590301188e-05,-3.436507739391287
cifar10,b2048,resnet18,3,3.3218624049966987,-1.9165987968444824,6.56167635911102e-05,5.238526821136475,1.0,0.493,-4.5549488407420796e-05,-3.629237622902633
cifar10,b2048,mlp,2,3.2955400943756104,-0.6440035343170166,0.026387916708534413,3.9659315586090087,0.9999777777777776,0.5023,-0.01829123353485954,-2.7463293330266767
cifar10,b2048,mlp,3,3.2860110889781606,-0.3033365249633789,0.03591691262342713,3.625264549255371,0.9999111111111112,0.5131,-0.024893450303112418,-2.51133789709885
cifar10,b2048,mlp,1,3.2946505654941904,-0.5620409488677979,0.02727744829925624,3.88396897315979,1.0,0.496,-0.01890811516079609,-2.6901174395909844
cifar10,b2048,mlp,0,3.284946170720187,-0.4708376884460449,0.03698186508633874,3.792765712738037,0.9998666666666668,0.5027,-0.02563386482964009,-2.6275013574865955
cifar10,b2048,mlp,4,3.277145656672391,-0.33081803321838377,0.04478237100622871,3.6527460575103765,0.9998222222222222,0.4999,-0.031037514135723743,-2.5303579269255327
