experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,clfs,run,clf_nhid,clf_nlay,clf_kpru,gamma,epochs,test_accuracy_toagg,test_loglike_toagg,train_accuracy_toagg,train_loglike_toagg,train_sharp_mag_toagg,train_var_grad_toagg,train_path_norm_toagg,train_y_pred_ent_toagg,train_d_H_Q_xCz_toagg,train_H_Q_xCz_further_toagg,train_H_Q_xCz_toagg,train_d_H_Q_xCz_nofreeze_toagg,train_d_H_Q_xCz_maxep_toagg,train_d_H_Q_xCz_minep_toagg,train_H_Q_xCzy_toagg,test_d_H_Q_xCz_test_toagg,train_d_H_Qm_xCz_toagg,train_d_H_Qp_xCz_toagg
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,32,0,3,default,2,128,2,0,0,best,0.9479870928088506,-0.3185105145529151,0.9979979069026709,-0.005864824032723362,30705.534158826387,2.9844724025451796e-08,38.85407991919494,0.010448365472257136,12.914688043816145,,15.554202641627587,,,,,,16.071097647496895,8.072766507318777
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,32,0,3,default,3,128,2,0,0,best,0.9388829133374308,-0.33169569502809915,0.9964508349638258,-0.010502220846149516,33889.086731473304,2.9542498225509917e-08,34.942833126609266,0.018147805705666542,12.81267839623976,,15.397558907205743,,,,,,16.070310163867568,5.249862656112789
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,32,0,3,default,4,128,2,0,0,best,0.942762753534112,-0.3660176273467191,0.9972850404210464,-0.009050756659293398,38043.573696145126,2.1984060794011384e-08,35.867103265801774,0.0093388007953763,12.891912157221356,,15.529608172039651,,,,,,16.070007812145146,7.196949478267699
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,32,0,3,default,1,128,2,0,0,best,0.9456054087277196,-0.3429393582306651,0.9988624471037904,-0.003445021054811103,31036.58873858249,2.0318820403986134e-08,36.076582091304395,0.006953262258321047,12.878480164579642,,15.488477034162182,,,,,,16.069732991299887,7.002161761586981
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,32,0,3,default,0,128,2,0,0,best,0.9488706207744316,-0.3246299782721438,0.9992416314025268,-0.0024528636866018552,36294.68036776636,2.6928328011877053e-08,35.14684770104301,0.0060614412650465965,12.917448672213295,,15.54977864258049,,,,,,16.07021560964658,7.216227620146994
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,128,0,3,default,3,128,2,0,0,best,0.9423786109403812,-0.3604684757713743,0.9987714428720936,-0.0037820439102328775,29127.111111111113,1.852453301864898e-08,34.80124579644205,0.00734838331118226,13.143879173337949,,15.928963513337365,,,,,,16.06916942152866,13.245367900345675
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,128,0,3,default,2,128,2,0,0,best,0.9433773816840813,-0.3471637398402459,0.9981040785063172,-0.005792279903070653,29127.111111111113,1.88092990072164e-08,32.369570007956554,0.00917649269104004,13.093140077221301,,15.852396307065506,,,,,,16.06974446496298,12.62286538855974
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,128,0,3,default,0,128,2,0,0,best,0.940419483712354,-0.3606988015463955,0.99774006157953,-0.0075059154546762265,33140.17975308642,2.249129948950213e-08,33.7031123232475,0.011389343999326227,13.11983405712039,,15.87583285339119,,,,,,16.06931275360344,12.158960261086161
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,128,0,3,default,1,128,2,0,0,best,0.9420712968653964,-0.3318823641070925,0.997512551000288,-0.008144454002840895,34273.095981359125,2.2870450422374237e-08,34.76810033322571,0.0128258615732193,13.09586400763933,,15.866196994633636,,,,,,16.06975210914316,12.723174945328589
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,128,0,3,default,4,128,2,0,0,best,0.9393438844499078,-0.3910577510749345,0.9957683032260999,-0.013647482898426006,37594.68590035363,2.0297596492468983e-08,34.13940930329822,0.012930001132190228,13.119987073794816,,15.862563066704329,,,,,,16.069384537926016,12.29902159520822
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,512,0,3,default,2,128,2,0,0,best,0.9435310387215734,-0.3091733670641505,0.9985135975489527,-0.005188770958778445,32062.52273880976,2.2568395152688936e-08,24.018585638098838,0.012453511357307434,13.216869309891102,,16.045774740766188,,,,,,16.06939318753028,15.376986311387649
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,512,0,3,default,3,128,2,0,0,best,0.9436078672403196,-0.3441847107282624,0.9984832628050536,-0.004574064921231428,28826.057719670327,1.5983012247033912e-08,25.691057910155607,0.009684654884040356,13.187114811682886,,16.036371216293453,,,,,,16.06755422252093,15.244863857594572
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,512,0,3,default,4,128,2,0,0,best,0.9426090964966196,-0.3465879120733168,0.9977855636953784,-0.005912344476002883,30059.119957447998,1.6121667556490138e-08,26.188582586886145,0.009298260323703287,13.229383867840436,,16.036443680755852,,,,,,16.069432931352953,15.371254248212475
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,512,0,3,default,1,128,2,0,0,best,0.9392286416717884,-0.37124604927715904,0.998255752225812,-0.005115039525225522,26314.621703754525,1.6733492813614248e-08,25.153655000084605,0.00913288537412882,13.196955037671465,,16.031257585037586,,,,,,16.0692011367443,15.130296293155167
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,512,0,3,default,0,128,2,0,0,best,0.9377688998156116,-0.36388914890379787,0.9960109811772914,-0.012044935996548076,43561.27323623676,1.607014610272017e-08,26.347074504789664,0.016820188611745834,13.19631563970285,,16.02657567992691,,,,,,16.069543956786166,15.359046610750893
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,2048,0,3,default,4,128,2,0,0,best,0.9449139520590044,-0.35186510078331745,0.9983315890855592,-0.0052855260052521,31036.58873858249,3.788258950976342e-08,29.220719769834343,0.009951306506991386,13.20277422527934,,16.02354664765587,,,,,,16.068706468094227,14.76666412797085
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,2048,0,3,default,0,128,2,0,0,best,0.9451828518746158,-0.3598161408164852,0.9983770912014076,-0.004843831248519656,31714.964083175804,4.2127020094540064e-08,30.31181740532993,0.008268742822110653,13.185751648836355,,16.042132133661315,,,,,,16.069110293721042,15.47401886577754
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,2048,0,3,default,1,128,2,0,0,best,0.9451444376152428,-0.3808648359640386,0.998650103896498,-0.005206886954830345,29432.905457635483,3.681728344417934e-08,32.96370851560186,0.008281960152089596,13.184904867364454,,16.02973638578903,,,,,,16.068785541741427,15.158830103024032
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,2048,0,3,default,3,128,2,0,0,best,0.945682237246466,-0.36819765642765856,0.9988017776159924,-0.0038772869744751626,24347.88716553288,4.7428326155340976e-08,33.05914001121702,0.006339285057038069,13.176526217497596,,15.977672983509624,,,,,,16.069072442461355,14.370118422101635
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,2048,0,3,default,2,128,2,0,0,best,0.939420712968654,-0.4738336282134928,0.9976793920917324,-0.007668333788237482,39921.989292088045,3.336909415452283e-08,31.730813784979286,0.007803877815604209,13.205478106358257,,16.02636140631151,,,,,,16.069007607393488,15.410541445709939
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,8,0,3,default,2,128,2,0,0,best,0.9385371850030731,-0.3862843597563181,0.9970726972137538,-0.009283468127311392,33889.086731473304,3.213494537135375e-08,33.463304149611034,0.012112258933484554,12.959883601166482,,15.601630610088971,,,,,,16.069174419077793,12.169315707775974
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,8,0,3,default,3,128,2,0,0,best,0.9396896127842655,-0.3862389709185951,0.997770396323429,-0.006892134082044588,26843.5456,2.507915652927295e-08,31.58018243081064,0.009937643073499204,12.947062832440514,,15.588053429773609,,,,,,16.0693249813346,11.93248451587766
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,8,0,3,default,1,128,2,0,0,best,0.940842040565458,-0.3469391740453754,0.997512551000288,-0.00713904805381498,34273.095981359125,3.2427468710238834e-08,30.959533859804907,0.012993307784199716,12.935987376427464,,15.58521935366845,,,,,,16.06870915908222,11.493796341178953
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,8,0,3,default,0,128,2,0,0,best,0.9421481253841426,-0.33941120361552723,0.9957683032260999,-0.013914442273212565,33889.086731473304,3.3414316646940285e-08,31.335929708924485,0.01928799971938133,12.952848471412365,,15.62943720263104,,,,,,16.068822431933974,12.696228323056715
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,resnet18,128,2,0,128,2,0,1,0,8,0,3,default,4,128,2,0,0,best,0.9323909035033804,-0.3945668165457328,0.9957986379699988,-0.013095427749217157,47091.874216043165,2.892534389786761e-08,32.03236088012695,0.017928700894117355,12.9462188010992,,15.636887557746828,,,,,,16.06934576995613,12.829063082850256
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,8,0,3,default,4,128,2,0,0,best,0.8249462200368777,-2.2447298462934104,0.9986804386403968,-0.0044386502840312375,6325.654067301348,2.8070796815882204e-06,149.42597195183305,0.00986325554549694,12.820015500682269,,15.467468912287275,,,,,,16.06888640943424,11.840567219164946
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,8,0,3,default,1,128,2,0,0,best,0.8204133374308543,-2.152428297182162,0.9981495806221656,-0.006606303718635527,6847.144577083971,2.849147449524025e-06,152.71446241679274,0.012386741116642952,12.84556951448899,,15.441862660785056,,,,,,16.068894275399142,11.978446287702221
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,8,0,3,default,0,128,2,0,0,best,0.8259834050399508,-2.296841137785838,0.998164747994115,-0.005701288552698188,8015.63068470244,3.189852805007831e-06,147.64137160489602,0.010095776990056038,12.770407743232195,,15.400741939396822,,,,,,16.06931372945623,12.527598174043405
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,8,0,3,default,2,128,2,0,0,best,0.8323217578365089,-1.9982724288117517,0.9988776144757398,-0.0041901615223592665,7676.383539706597,2.711107754294062e-06,154.34332291396672,0.010850377380847931,12.762112477029016,,15.394808998403622,,,,,,16.069491319878153,12.388962486917658
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,8,0,3,default,3,128,2,0,0,best,0.8203749231714813,-2.231051656904957,0.998255752225812,-0.006287183605805085,5861.548082801992,3.1422032407135707e-06,139.71732064243142,0.01318262703716755,12.895374423773713,,15.482697760411934,,,,,,16.068456472352494,12.135224127954292
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,512,0,3,default,2,128,2,0,0,best,0.8344729563614014,-2.2224850566311622,0.9986046017806496,-0.004393142798873377,5753.503429355281,2.9939315027149864e-06,212.9434527345229,0.008586005307734013,12.704285739928252,,15.544949376305865,,,,,,16.054141111152116,8.641113765479982
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,512,0,3,default,3,128,2,0,0,best,0.8340888137676705,-2.2183362923833725,0.9984377606892054,-0.0053304667611012175,7594.93707559982,3.672326329251519e-06,217.55495893279476,0.01042038667947054,12.782210749249124,,15.586394176926724,,,,,,16.056889038677358,7.733187645904777
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,512,0,3,default,1,128,2,0,0,best,0.8325906576521205,-2.246181892113124,0.9976490573478334,-0.007575476482501759,7928.741020793951,3.926352292182855e-06,183.2647824017206,0.011528560891747476,12.657516250314641,,15.430121007815812,,,,,,16.055400286534034,6.271533947582393
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,512,0,3,default,0,128,2,0,0,best,0.8287108174554395,-2.4194362346239453,0.9988472797318408,-0.003951844779874721,7059.446574621959,3.955354713980341e-06,217.14819788280536,0.007442705798894167,12.981013771175412,,15.699639586515206,,,,,,16.05647955014724,7.6672295045483025
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,512,0,3,default,4,128,2,0,0,best,0.8320144437615242,-2.3365665496279924,0.9982102501099634,-0.005783870781067306,6710.8864,4.1003545447892975e-06,195.55246258996587,0.009618678130209446,12.775181762931886,,15.606290861617687,,,,,,16.056923267453215,9.107164782147077
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,32,0,3,default,4,128,2,0,0,best,0.8321296865396435,-2.1485351735740825,0.998255752225812,-0.005964855193587353,9288.424083044983,3.946929155063117e-06,180.73286679689724,0.01178677100688219,11.90712310731873,,14.416522550952527,,,,,,16.068626300309056,0.363273580753526
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,32,0,3,default,0,128,2,0,0,best,0.8326674861708666,-2.154047444888521,0.9988321123598914,-0.004527994789062454,8665.917355371901,4.257942691765493e-06,174.26226194302654,0.009873299859464169,11.80261779755585,,14.178944787313773,,,,,,16.067396208297374,0.05106205530753431
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,32,0,3,default,1,128,2,0,0,best,0.8273663183773817,-2.168028352039103,0.9976642247197828,-0.007757000126728734,7843.256566837107,3.983464011980686e-06,180.24323843073842,0.015061444602906704,11.814790186031844,,14.178909213043926,,,,,,16.067603266516393,0.29591289867264353
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,32,0,3,default,3,128,2,0,0,best,0.8323985863552551,-2.1050779141627802,0.9984529280611548,-0.005014975471638798,8015.63068470244,4.137009455007501e-06,167.49426879187538,0.0110906595364213,11.923087437947594,,14.365969776183135,,,,,,16.068166304004286,0.04428347836919995
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,32,0,3,default,2,128,2,0,0,best,0.8332821143208359,-2.218622137659757,0.9971333667015516,-0.009061158293599316,10355.906639404344,4.739831638289616e-06,191.1710621406912,0.012444760650396349,11.850145960963047,,14.411122699116552,,,,,,16.068558020185133,0.33604434860307114
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,128,0,3,default,0,128,2,0,0,best,0.8322065150583897,-2.222688561648044,0.9984984301770032,-0.005486289643456062,7358.226364408871,4.090790298505453e-06,186.7495398254036,0.01015110407024622,12.127577759498775,,14.570183554361035,,,,,,16.06330639447353,1.635131230650022
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,128,0,3,default,1,128,2,0,0,best,0.8324370006146281,-2.1998245746208904,0.9986956060123462,-0.004755631170433804,6987.595168679717,4.497511326917447e-06,180.1869038318268,0.0099972328171134,11.846575522607612,,14.248350328253222,,,,,,16.061072785724964,1.5045983560325564
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,128,0,3,default,4,128,2,0,0,best,0.8321296865396435,-2.1813702968555315,0.9980889111343676,-0.00650037509164972,7843.256566837107,3.831936737697106e-06,192.988877998837,0.011803810484707355,11.72155888136043,,14.258314421010573,,,,,,16.06087248454722,0.2226619734898094
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,128,0,3,default,3,128,2,0,0,best,0.8372003687768901,-2.2084181365141022,0.9990899576830322,-0.003176312521535359,8969.075344983126,4.4915977923665196e-06,170.44027890107142,0.007691262289881706,11.699972670207654,,14.275673651880071,,,,,,16.062852223714188,0.28996592944906663
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,128,0,3,default,2,128,2,0,0,best,0.8316687154271666,-2.2183451577773834,0.9974367141405408,-0.008102762531695744,7676.383539706597,3.9960928006621535e-06,178.57345958666423,0.012974830344319344,11.815576582916027,,14.317894070647485,,,,,,16.061363722926885,0.5282639784868374
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,2048,0,3,default,3,128,2,0,0,best,0.8343577135832821,-2.1863338975317292,0.996951358238158,-0.010159677955724752,10890.31830905919,2.1216894765530014e-06,383.90027595066925,0.014462295919656754,13.100921763930211,,15.954929041308027,,,,,,16.05927488046099,11.507203774858814
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,2048,0,3,default,2,128,2,0,0,best,0.8323601720958822,-2.1692190702096092,0.9989534513354872,-0.0038816202499145,7594.93707559982,1.7937722986971494e-06,366.71150530764646,0.009472595527768135,13.08631363210752,,15.9273558624031,,,,,,16.058574306872465,10.618834517722906
corrZdimnewBob,svhn,all,False,False,decay,adam,0.001,last,0,erm,0,mlp,128,2,0,128,2,0,1,0,2048,0,3,default,0,128,2,0,0,best,0.8286724031960664,-2.2536969590618723,0.9970575298418044,-0.009265316367518149,9398.671475088408,2.3543168481410252e-06,316.53669070504293,0.013979165814816952,13.089889733366265,,15.848061938618505,,,,,,16.056242196134818,10.87056569535603
